# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "1" "--minOverlap" "1" "-D" "600" "-d" "50" "-g" "gene_id" "-t" "exon" "-F" "GTF" "-S" "fr" "-s" "2" "-o" "counts.txt" "-a" "/tmp/tmpHTk84S/stgdc4c2f59-9695-4a36-9890-6624f143a433/hg19.gencode_v19.chr21.gtf" "/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam" "/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam	/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam
ENSG00000160191.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44073860;44106302;44108027;44117525;44119078;44151880;44152180;44153466;44163886;44171226;44174100;44179109;44180438;44180935;44182193;44185491;44188298;44189137;44190813;44192549;44195390	44073993;44106372;44108104;44117600;44119121;44152059;44152234;44153536;44163970;44171307;44174174;44179195;44180542;44181017;44182349;44185604;44188402;44189265;44190908;44192630;44195619	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2139	515	629
ENSG00000225731.1	chr21;chr21	44153704;44161204	44154792;44161868	-;-	1754	0	0
ENSG00000233754.1	chr21;chr21	44201184;44202261	44201888;44202343	-;-	788	1	0
ENSG00000225218.1	chr21;chr21;chr21	44251150;44255055;44256558	44251315;44255143;44256587	-;-;-	285	1	1
ENSG00000160193.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44263204;44269336;44272365;44273679;44274672;44275792;44279772;44282392;44283550;44293661;44296812;44299102;44299517	44263391;44270352;44272434;44273862;44274736;44275890;44279832;44282504;44283706;44293801;44296877;44299385;44299665	-;-;-;-;-;-;-;-;-;-;-;-;-	2594	283	202
ENSG00000160194.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21	44299754;44303716;44306911;44313375;44317037;44323292;44328974	44299975;44303905;44307069;44313491;44317157;44324386;44333414	+;+;+;+;+;+;+	6345	306	284
ENSG00000233056.1	chr21;chr21	44336913;44345456	44339401;44345756	-;-	2790	1	0
ENSG00000264580.1	chr21	44371038	44371124	-	87	0	0
ENSG00000224100.1	chr21;chr21	44384749;44385213	44384924;44385473	-;-	437	0	0
ENSG00000160199.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44394620;44424436;44427601;44430163;44433178;44437018;44438243;44441413;44444545;44444981;44448812;44450000	44394774;44424542;44427728;44430334;44433348;44437117;44438340;44441541;44444844;44445057;44448985;44453691	+;+;+;+;+;+;+;+;+;+;+;+	5303	253	186
ENSG00000160200.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44473301;44476168;44476913;44478255;44478944;44479336;44480551;44482421;44483063;44484010;44485313;44485497;44485726;44486353;44487888;44488619;44490091;44492095;44493376;44495880;44496335	44474093;44476209;44476997;44478363;44479078;44479413;44480656;44482505;44483188;44484101;44485382;44485631;44485805;44486487;44488070;44488725;44490137;44492311;44493451;44496055;44496488	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3031	51	56
ENSG00000160201.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44513066;44514581;44514765;44515548;44515804;44520563;44520687;44521476;44524425;44527561	44513359;44514673;44514898;44515646;44515853;44520629;44520724;44521542;44525362;44527697	-;-;-;-;-;-;-;-;-;-	1917	901	712
ENSG00000264009.1	chr21	44547630	44547729	+	100	0	0
ENSG00000236663.1	chr21;chr21	44560633;44561072	44560923;44561202	-;-	422	4	1
ENSG00000228120.2	chr21;chr21;chr21	44579176;44581199;44582202	44579877;44581362;44582387	-;-;-	1052	0	0
ENSG00000160202.3	chr21;chr21;chr21;chr21;chr21	44589118;44589643;44590266;44590627;44592181	44589398;44589963;44590519;44590749;44592915	+;+;+;+;+	1714	0	0
ENSG00000237864.1	chr21;chr21;chr21	44742297;44746039;44751736	44742729;44746120;44751919	-;-;-	699	0	0
ENSG00000237989.1	chr21;chr21	44778027;44780772	44779366;44782229	-;-	2798	80	70
ENSG00000225637.1	chr21;chr21	44783212;44785987	44785567;44786446	+;+	2816	1	1
ENSG00000142178.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44834395;44837423;44838140;44838901;44839233;44839739;44840114;44840890;44841123;44841518;44841854;44845287;44845903;44846890	44836997;44837654;44838421;44839117;44839358;44839885;44840337;44841013;44841247;44841679;44841917;44845403;44846072;44847008	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4712	986	805
ENSG00000188660.3	chr21;chr21;chr21;chr21	44866481;44868647;44870619;44871053	44866779;44868950;44870801;44873773	+;+;+;+	3507	2	1
ENSG00000185186.4	chr21;chr21	44890313;44891392	44891198;44891472	-;-	967	1	0
ENSG00000223975.1	chr21;chr21	44885189;44886938	44885227;44887178	+;+	280	0	0
ENSG00000160207.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	44949072;45012106;45033711;45050203;45053153;45064170;45076468;45077942;45079267	44949842;45012209;45033828;45050335;45053302;45064273;45076618;45078201;45079374	-;-;-;-;-;-;-;-;-	1899	8	1
ENSG00000160208.11	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45079429;45089765;45092189;45093751;45094517;45094915;45096153;45096614;45103160;45104434;45105651;45106685;45107397;45110169;45111320;45113071	45079675;45089847;45092246;45093836;45094578;45095044;45096217;45096795;45103254;45104531;45105670;45106816;45108121;45110321;45111383;45115958	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5088	696	471
ENSG00000160209.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45138975;45148781;45152020;45153950;45156835;45161301;45161548;45163605;45165960;45168876;45170381;45172399;45173464;45175579;45175832	45139262;45148891;45152528;45154004;45158742;45161453;45161652;45163688;45166006;45168961;45170426;45172510;45173600;45175645;45182188	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10065	1601	1601
ENSG00000160213.5	chr21;chr21;chr21	45192393;45194539;45196085	45194211;45194640;45196326	-;-;-	2163	1975	1844
ENSG00000160214.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45209394;45211231;45212553;45213200;45215070;45217242;45217512;45217788;45219451;45220398;45220743;45222155;45223393	45209643;45211313;45212610;45213285;45215131;45217432;45217576;45217981;45219530;45220495;45220762;45222268;45225174	+;+;+;+;+;+;+;+;+;+;+;+;+	3083	274	231
ENSG00000215458.4	chr21;chr21;chr21	45225639;45226845;45228682	45226469;45227120;45232448	-;-;-	4874	7	7
ENSG00000160216.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45285067;45302425;45323772;45344889;45366811;45368155;45374429;45379515;45380513;45387827;45388999;45390534;45391269;45397927;45400870;45402185	45285226;45302496;45323900;45345332;45366939;45368210;45375123;45379740;45380660;45387996;45389160;45390687;45391371;45398002;45401068;45406417	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7156	1170	962
ENSG00000199598.1	chr21	45339676	45339782	-	107	0	0
ENSG00000252606.1	chr21	45416203	45416301	-	99	0	0
ENSG00000160218.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45432200;45451972;45457673;45472161;45475579;45478984;45479346;45483419;45494205;45494920;45496433;45497574;45499445;45499896;45502669;45504003;45506683;45507580;45509382;45509714;45511804;45513944;45516486;45518238;45522659;45523174	45432441;45452053;45457808;45472357;45475774;45479095;45480143;45483666;45494351;45495034;45496509;45497665;45499585;45500008;45503183;45504144;45506841;45507809;45509461;45509814;45511930;45514114;45516585;45518415;45522853;45526433	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7954	1152	959
ENSG00000241945.3	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45527171;45528865;45533634;45534060;45534506;45535145;45535572;45537701;45538644;45539268;45540229;45540512;45540833;45542058;45544461;45545892;45546781;45547456;45547813;45548128;45548433;45550479	45527315;45528977;45533728;45534159;45534649;45535280;45535801;45537844;45538714;45539404;45540377;45540659;45540983;45542238;45544608;45546000;45546846;45547574;45548031;45548278;45548507;45551063	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3416	474	341
ENSG00000160221.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45553487;45553984;45555942;45557059;45560132;45560824;45563087;45564703	45553720;45554036;45556055;45557178;45560224;45561299;45563243;45565605	+;+;+;+;+;+;+;+	2150	607	472
ENSG00000225331.1	chr21;chr21	45578623;45579708	45579237;45579955	-;-	863	5	7
ENSG00000267913.1	chr21;chr21;chr21	45587818;45590937;45593517	45588263;45591047;45593580	-;-;-	621	0	0
ENSG00000237604.1	chr21;chr21	45595372;45595563	45595418;45596336	+;+	821	17	7
ENSG00000232124.1	chr21;chr21	45621173;45622449	45621840;45622579	+;+	799	0	0
ENSG00000232698.1	chr21;chr21	45626408;45627086	45626673;45627282	-;-	463	5	4
ENSG00000160223.12	chr21;chr21;chr21;chr21;chr21;chr21	45642874;45651163;45655155;45656750;45658331;45660687	45649972;45651327;45655445;45657100;45658371;45660849	-;-;-;-;-;-	8110	341	251
ENSG00000142182.4	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45666222;45668909;45670693;45671506;45674500;45675950;45678406;45679320;45679515;45680678;45681037;45681623	45666448;45668994;45670832;45671581;45674588;45676037;45678577;45679432;45679594;45680722;45681149;45682099	-;-;-;-;-;-;-;-;-;-;-;-	1706	0	0
ENSG00000232010.1	chr21;chr21	45670696;45671010	45670824;45671403	+;+	523	0	0
ENSG00000160224.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45705763;45706440;45706861;45707400;45708228;45709540;45709871;45710690;45710978;45712185;45712876;45713672;45714284;45716266;45717539	45706021;45706614;45707016;45707474;45708341;45709685;45709951;45710947;45711093;45712284;45713058;45713793;45714386;45716328;45718102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2515	2	1
ENSG00000141959.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45719934;45724158;45725211;45725683;45726564;45730889;45731988;45732861;45733521;45733796;45736127;45736315;45738353;45739234;45739967;45741612;45742016;45742845;45743649;45744374;45744739;45745036;45745844;45746042;45746598	45720073;45724338;45725300;45725818;45726637;45730966;45732177;45733026;45733565;45733904;45736222;45736407;45738478;45739298;45740030;45741758;45742086;45742932;45743801;45744538;45744800;45745147;45745943;45746147;45747259	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3319	1481	1381
ENSG00000241728.1	chr21;chr21	45748827;45749514	45749114;45749929	-;-	704	0	0
ENSG00000160226.11	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45748827;45750346;45751726;45752916;45755641;45756707;45757532;45758117;45759001	45750209;45750802;45751897;45753145;45755687;45756803;45757550;45758221;45759285	-;-;-;-;-;-;-;-;-	2795	110	82
ENSG00000184441.4	chr21;chr21	45751117;45753085	45752820;45755734	+;+	4354	46	27
ENSG00000232969.1	chr21;chr21	45759259;45760322	45759353;45760353	+;+	127	0	0
ENSG00000260256.1	chr21	45767650	45768178	-	529	1	2
ENSG00000142185.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45770046;45773139;45774531;45783997;45786637;45789004;45795716;45797595;45798880;45802601;45810787;45811155;45815297;45817630;45819179;45820142;45821564;45825025;45825788;45826477;45833774;45837810;45838306;45842153;45843528;45844735;45845553;45846543;45846893;45855014;45856945;45858950;45860672;45861575	45770158;45773748;45774619;45784165;45786817;45789226;45795896;45797656;45799080;45802703;45810908;45811508;45815434;45817759;45819324;45820254;45821780;45825143;45825920;45826648;45833957;45837991;45838438;45842302;45843615;45844822;45845710;45846619;45846994;45855100;45857050;45859051;45860788;45862964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6540	186	162
ENSG00000230061.1	chr21;chr21;chr21;chr21	45834473;45834918;45843259;45845033	45834827;45836623;45843364;45845155	-;-;-;-	2290	1	1
ENSG00000266692.1	chr21	45857004	45857058	+	55	0	0
ENSG00000264452.1	chr21	45858918	45858993	+	76	0	0
ENSG00000229356.1	chr21;chr21;chr21;chr21	45870869;45871290;45874860;45875127	45871172;45871652;45874935;45875167	-;-;-;-	784	0	0
ENSG00000160233.6	chr21;chr21	45875369;45876381	45875538;45878739	+;+	2529	31	29
ENSG00000269430.1	chr21	45879814	45882078	+	2265	13	22
ENSG00000228709.1	chr21;chr21	45905460;45909914	45906113;45910171	+;+	912	1	2
ENSG00000175894.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45917775;45924663;45928390;45929082;45941766;45945536;45947175;45948335;45949681;45950926;45953568;45987669;45993657;46131348	45919819;45924764;45928794;45929269;45941995;45945722;45947401;45948466;45949837;45951016;45953806;45987889;45993693;46131495	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4409	2	3
ENSG00000235890.1	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	45926690;45927920;45928610;45929135;45929706;45930569;45930822;45935380	45926982;45928192;45928812;45929289;45929810;45930682;45930954;45935738	+;+;+;+;+;+;+;+	1635	4	2
ENSG00000182912.6	chr21;chr21;chr21;chr21	45937099;45938142;45938511;45945707	45937718;45938215;45940713;45945835	+;+;+;+	3026	3	0
ENSG00000215455.4	chr21	45958864	45960078	-	1215	0	0
ENSG00000205445.3	chr21	45970240	45971388	-	1149	0	0
ENSG00000212935.1	chr21	45977673	45978643	-	971	0	0
ENSG00000215454.4	chr21	45993606	45994987	+	1382	0	0
ENSG00000241123.1	chr21	45999332	46000481	-	1150	0	0
ENSG00000188155.8	chr21	46011149	46012386	-	1238	0	0
ENSG00000205441.4	chr21	46020497	46022091	+	1595	0	0
ENSG00000187766.1	chr21	46031996	46032871	+	876	0	0
ENSG00000221837.4	chr21	46047040	46048294	+	1255	0	0
ENSG00000221859.1	chr21	46057273	46058370	+	1098	0	0
ENSG00000243489.2	chr21	46066331	46067564	+	1234	0	0
ENSG00000212933.1	chr21	46074130	46074576	-	447	0	0
ENSG00000205439.8	chr21	46077849	46078258	+	410	0	0
ENSG00000221864.4	chr21	46086106	46086844	-	739	0	0
ENSG00000187175.5	chr21	46101491	46102078	-	588	0	0
ENSG00000189169.6	chr21	46117087	46117959	+	873	0	0
ENSG00000184787.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46188955;46193462;46194636;46197214;46207835;46207975;46221199;46221621	46191404;46193602;46194735;46197332;46207880;46208010;46221313;46221934	-;-;-;-;-;-;-;-	3321	970	662
ENSG00000236519.1	chr21;chr21	46222492;46223662	46222551;46224632	+;+	1031	5	1
ENSG00000184900.11	chr21;chr21;chr21;chr21;chr21;chr21	46225532;46228186;46228912;46233777;46237863;46238584	46226955;46228483;46229033;46234019;46238044;46238694	-;-;-;-;-;-	2380	697	590
ENSG00000183255.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46269500;46275125;46276108;46281078;46281643;46285310;46285486;46292769;46293417	46271542;46275171;46276279;46281186;46281848;46285362;46285565;46292947;46293752	-;-;-;-;-;-;-;-;-	3225	3046	2827
ENSG00000160255.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46305868;46306651;46308608;46309191;46309893;46311724;46313319;46314886;46318982;46320235;46321407;46323280;46326830;46327902;46329235;46330199;46330640;46331291;46340736;46348569	46306345;46306817;46308810;46309410;46310137;46311911;46313459;46314975;46319077;46320390;46321648;46323450;46327010;46328097;46329406;46330603;46330741;46331375;46340965;46348788	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3988	2308	2060
ENSG00000227039.2	chr21;chr21;chr21;chr21;chr21	46340966;46342828;46346722;46347540;46347769	46341266;46342898;46346919;46347582;46349593	+;+;+;+;+	2438	201	147
ENSG00000273027.1	chr21	46349568	46350027	-	460	1	1
ENSG00000183250.7	chr21;chr21;chr21;chr21;chr21	46352729;46354640;46355542;46357454;46359508	46354283;46355011;46355805;46357597;46359828	-;-;-;-;-	2656	17	6
ENSG00000272825.1	chr21	46356218	46356869	+	652	9	10
ENSG00000160256.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21	46359925;46363599;46378161;46380015;46386949;46393112;46396595	46360101;46363752;46378339;46380083;46387096;46393180;46396904	+;+;+;+;+;+;+	1106	86	58
ENSG00000234880.1	chr21;chr21	46409779;46413819	46411750;46414001	-;-	2155	0	0
ENSG00000261706.1	chr21	46414277	46415100	-	824	0	0
ENSG00000224930.2	chr21;chr21	46419122;46424359	46419571;46424642	-;-	734	1	0
ENSG00000235374.1	chr21;chr21	46491648;46493705	46492238;46494080	-;-	967	4	4
ENSG00000268856.1	chr21	46492796	46492927	-	132	1	1
ENSG00000197381.11	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46494484;46536848;46538479;46540709;46548317;46552130;46553474;46554630;46564546;46565079;46591525;46595645;46600245;46602500;46603277;46604389;46604838;46624470;46640751;46641933	46494708;46536953;46538534;46540874;46548488;46552221;46553597;46554747;46564877;46566210;46591599;46596579;46600359;46602668;46603425;46604508;46605006;46624651;46640929;46646478	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9162	264	179
ENSG00000268805.1	chr21;chr21;chr21	46511596;46512040;46515410	46511693;46512202;46515493	-;-;-	345	0	0
ENSG00000267857.1	chr21;chr21;chr21;chr21	46520728;46525754;46528690;46534727	46521105;46525899;46528753;46534873	-;-;-;-	735	0	0
ENSG00000182586.3	chr21;chr21;chr21	46654255;46663447;46676826	46654391;46663541;46677182	+;+;+	589	0	0
ENSG00000186866.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46683843;46689754;46696932;46697148;46698018;46702264;46703298;46705593;46707656	46687628;46689934;46697057;46697688;46698084;46702374;46703442;46705843;46707813	-;-;-;-;-;-;-;-;-	5366	382	359
ENSG00000215447.3	chr21;chr21;chr21	46707967;46709266;46710386	46708159;46709353;46710493	+;+;+	389	10	7
ENSG00000223768.1	chr21;chr21	46713200;46716117	46713437;46717269	+;+	1391	38	38
ENSG00000184274.3	chr21;chr21;chr21	46720160;46722173;46724403	46720454;46723430;46725172	-;-;-	2323	0	0
ENSG00000229382.1	chr21;chr21	46756622;46758311	46756730;46758580	+;+	379	0	0
ENSG00000237664.1	chr21;chr21	46758505;46761740	46758793;46761905	-;-	455	0	0
ENSG00000228355.1	chr21;chr21	46798116;46799448	46798342;46799550	-;-	330	0	0
ENSG00000182871.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46825052;46825294;46875403;46888156;46893809;46895390;46896265;46897325;46897664;46898241;46899816;46899984;46900381;46900614;46901877;46902709;46906775;46907361;46908332;46909400;46910189;46910750;46911139;46912449;46912601;46913077;46913415;46914459;46914776;46915272;46916414;46916964;46917513;46923925;46924330;46925048;46925272;46925752;46927475;46929270;46929978;46931025;46932102	46825156;46825388;46876795;46888700;46893895;46895449;46896394;46897401;46897879;46898267;46899878;46900070;46900434;46900772;46901939;46902735;46906906;46907423;46908358;46909435;46910260;46910785;46911228;46912478;46912627;46913139;46913489;46914485;46914829;46915346;46916482;46917006;46917726;46923968;46924470;46925192;46925345;46925880;46927507;46929515;46930175;46931140;46933634	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6980	2720	2071
ENSG00000224574.1	chr21;chr21;chr21;chr21	46827301;46827923;46828372;46829863	46827535;46828014;46828478;46829980	-;-;-;-	552	0	0
ENSG00000183535.5	chr21;chr21;chr21	46839631;46842327;46843685	46841534;46842576;46844985	-;-;-	3455	0	0
ENSG00000173638.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	46918115;46932276;46933690;46945731;46950684;46951303;46954452;46957685;46962282;46964051	46918526;46933472;46936054;46945872;46950885;46952062;46954529;46957922;46962385;46964325	-;-;-;-;-;-;-;-;-;-	5773	185	141
ENSG00000233922.1	chr21;chr21;chr21	47013592;47015487;47016305	47013622;47015575;47017005	+;+;+	821	2	0
ENSG00000183570.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47063608;47155306;47170108;47171380;47172764;47268077;47269875;47316122;47319513;47320505;47320911;47329269;47330816;47333865;47337502;47349831;47350700;47355167;47359944;47361584	47063782;47155343;47171000;47171532;47172900;47268315;47270009;47316276;47319536;47320537;47321027;47329400;47330944;47334008;47337543;47349909;47350759;47355219;47360113;47362368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3693	99	66
ENSG00000267883.1	chr21;chr21;chr21;chr21	47183565;47185994;47187934;47189949	47183690;47186037;47188060;47190005	-;-;-;-	354	0	0
ENSG00000205424.1	chr21;chr21;chr21	47247875;47252522;47256200	47251155;47252572;47256333	-;-;-	3466	0	3
ENSG00000268040.1	chr21;chr21;chr21;chr21	47347679;47349950;47351505;47352373	47347697;47350061;47351619;47352477	-;-;-;-	351	0	0
ENSG00000142156.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47401651;47402548;47404183;47406440;47406858;47407069;47407413;47407524;47408998;47409522;47409666;47410172;47410292;47410687;47410893;47411924;47412078;47412277;47412662;47414081;47417335;47417614;47418035;47418312;47418811;47419067;47419571;47420245;47420673;47421111;47421875;47422132;47422441;47423034;47423305	47401861;47402677;47404383;47406599;47406986;47407089;47407433;47407568;47409051;47409566;47409692;47410198;47410336;47410740;47410955;47411986;47412131;47412312;47412724;47414143;47417397;47417676;47418085;47418347;47418873;47419132;47419606;47420281;47420681;47421300;47421984;47422315;47422624;47423063;47424964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4294	7104	5471
ENSG00000224413.1	chr21;chr21	47456966;47458371	47457812;47459721	+;+	2198	1	1
ENSG00000228235.1	chr21;chr21	47472510;47472713	47472617;47473019	+;+	415	0	0
ENSG00000226115.1	chr21;chr21	47476430;47477204	47476506;47477481	+;+	355	0	0
ENSG00000227438.1	chr21;chr21	47513178;47517386	47513790;47517444	-;-	672	0	0
ENSG00000142173.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47518011;47531328;47531893;47532718;47533922;47535786;47535923;47536291;47536565;47536684;47537314;47537788;47538528;47538944;47539702;47540429;47540975;47541470;47542022;47542410;47542789;47544565;47544799;47545180;47545379;47545699;47546417;47548817;47551868	47518087;47531505;47532491;47532863;47533987;47535839;47535967;47536317;47536591;47536728;47537367;47537850;47538590;47539033;47539764;47540491;47541037;47541532;47542072;47542445;47542851;47544627;47544834;47545225;47545531;47546151;47546455;47549722;47552763	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4528	8021	5729
ENSG00000160282.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47556176;47556693;47557153;47558422;47558794;47565331;47565732;47566180;47570033;47570302;47571472;47571806;47572821;47574058;47575384	47556408;47556987;47557248;47558560;47558837;47565492;47565861;47566241;47570164;47570439;47571651;47571919;47572949;47574246;47575481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2141	1	1
ENSG00000237338.1	chr21;chr21	47571528;47572208	47571673;47572561	+;+	500	0	0
ENSG00000160284.10	chr21;chr21;chr21;chr21;chr21	47581062;47581830;47588222;47602538;47604270	47581619;47581981;47588572;47603688;47604390	-;-;-;-;-	2333	37	29
ENSG00000228404.1	chr21;chr21	47604993;47608408	47605101;47608855	+;+	557	0	0
ENSG00000160285.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47608055;47611795;47614405;47615590;47616116;47625750;47626586;47627342;47628165;47629468;47630602;47632939;47633652;47635094;47635599;47636303;47639390;47641768;47642544;47647466;47648348	47611149;47611873;47614575;47615670;47616181;47625855;47626682;47627491;47628215;47629539;47630658;47632966;47633749;47635212;47635707;47636438;47639486;47641889;47642652;47647604;47648738	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5373	646	663
ENSG00000235878.4	chr21;chr21;chr21	47612391;47612518;47613567	47612516;47613088;47613673	-;-;-	804	42	35
ENSG00000223901.1	chr21;chr21	47640183;47641677	47640391;47641992	+;+	525	0	0
ENSG00000215424.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	47649131;47649438;47654425;47656138;47660748;47663321;47664465;47669500;47678838	47649277;47650441;47655367;47656240;47662913;47663664;47664779;47671615;47679304	+;+;+;+;+;+;+;+;+	7605	16	14
